green,blue,red,nir08,swir16,swir22,NDMI,MNDWI,NDTI,NDSSI,Chlorophyll_Proxy,Red_Blue_Ratio,SI,NDVI,Latitude,Longitude,Sample Date
0.11421500000000001,0.06281749999999997,0.152055,0.10772500000000002,0.011406250000000007,0.010237499999999983,0.8085095213820811,0.8184025387278007,0.14211139064028558,-0.2633214593058499,0.9431773401539402,2.4205834322910293,0.09773287554605152,-0.17064439134242643,-28.760833,17.730278,02-01-2011
0.06262499999999999,0.039002499999999996,0.054141249999999974,0.28560875,0.17802875,0.090785,0.23203472535503822,-0.47954270378934777,-0.0726558401313259,-0.7596971760036976,4.5606187551926265,1.3881481920693586,0.04595262890330649,0.6812877113520862,-26.861111,28.884722,03-01-2011
0.0948,0.06131874999999998,0.14484999999999998,0.218275,0.294285,0.19052750000000002,-0.14829483374662583,-0.512702879701684,0.20884623400423685,-0.5613725269032759,2.3024789005248114,2.3622464542048784,0.09424447430751574,0.20220309805102846,-26.45,28.085833,03-01-2011
0.10093249999999998,0.06657124999999997,0.10903125000000002,0.20939249999999998,0.17185499999999998,0.11358249999999998,0.09845966200474505,-0.2599917517261635,0.03857213445722335,-0.5175362704277152,2.074579543680599,1.6378128672094754,0.08519593066316312,0.31518142088484863,-27.671111,27.236944,03-01-2011
0.06131874999999998,0.039745,0.055475,0.26278375,0.14830125,0.06518249999999998,0.27848863366980336,-0.41495324853785276,-0.05003478349651847,-0.737248112538974,4.285536635555134,1.39577304970242,0.046955871571082566,0.6513842900937101,-27.356667,27.286389,03-01-2011
0.08692125,0.05696000000000001,0.09503374999999997,0.14192125,0.06343624999999997,0.03461624999999999,0.3821871612275243,0.15619440323482764,0.044585199612769355,-0.42719587672181464,1.6327566600425596,1.6684295967899754,0.07357392472880592,0.1978751238851787,-27.01011111,26.69808333,04-01-2011
-0.05728875,-0.06294,-0.059145,0.01488500000000001,-0.016740000000000005,-0.056395,-17.04851843927328,0.5477432761565516,0.015942542446621,1.6194984946821325,-0.2598241369550291,0.939704481950595,0.0610130010735417,-1.6726163616642942,-25.127778,27.628889,04-01-2011
0.08782875000000001,0.07607249999999999,0.07458749999999997,0.18878125,0.08367625000000001,0.03473999999999999,0.38576658730783087,0.0242121220814483,-0.08152663290678966,-0.42555089349289915,2.14942430337512,0.9804791468921368,0.07532634063692459,0.4335888367797666,-25.20639,27.558,04-01-2011
0.0927925,0.07282749999999999,0.08940999999999999,0.22743249999999998,0.12778625,0.06516875,0.28052080576249966,-0.1586451550030793,-0.01856450925834475,-0.5149037499117752,2.4509793329730534,1.2276955803402623,0.08069390791751258,0.43561864319476756,-24.69514,27.40906,04-01-2011
0.0806925,0.05888500000000002,0.08221875000000001,0.1762825,0.18531625000000002,0.12588875,-0.024982802063065003,-0.3933094304629794,0.009368597927172904,-0.499208011098809,2.184620624984205,1.3962596562855398,0.0695805367451991,0.3638812190022751,-26.98472222,26.63227778,04-01-2011
0.0706,0.049851249999999986,0.06617250000000002,0.1957525,0.17948625,0.10978749999999998,0.04334906774864023,-0.4353947886237669,-0.03237127344139242,-0.5940513935173827,2.772698296355952,1.3273990093981622,0.057435022770301054,0.4947217713105957,-28.141944,26.417778,04-01-2011
0.08179249999999999,0.05447124999999997,0.07846500000000001,0.22667625000000002,0.1526325,0.08609624999999999,0.1952070707055382,-0.30218620014836894,-0.020763458795523687,-0.6125076692438997,2.7713573949061874,1.4404846566941567,0.065376499074591,0.48571358330421943,-27.398611,26.614722,04-01-2011
,,,,,,,,,,,,,,-33.501667,21.624167,04-01-2011
0.16036,0.09092250000000002,0.20185750000000002,0.28545750000000003,0.331575,0.26706,-0.07474079565100038,-0.34804394882493744,0.11456514383911187,-0.5168579625599505,1.7801041395733948,2.220105032065655,0.13547467860729548,0.17155228134337086,-32.502778,19.535833,04-01-2011
0.072965,0.05132249999999999,0.10514000000000001,0.1838725,0.21680375000000002,0.14519375,-0.0821891739073157,-0.4963915189279757,0.18065186256385177,-0.5635749056895024,2.5200095901870627,2.0486141515931338,0.07345779502544302,0.27241901292420945,-25.45963889,28.26430556,04-01-2011
0.10372375,0.06098874999999998,0.11736374999999999,0.29328125,0.29894625,0.18919375,-0.009565580792927504,-0.4848200758723471,0.061695030220299575,-0.6556933975059437,2.827522623480618,1.9243507992468274,0.08460418670380619,0.42839313752063385,-27.495556,26.074722,04-01-2011
0.06391750000000002,0.03471250000000001,0.04649624999999999,0.33103875,0.15624875,0.059806250000000005,0.358699946056753,-0.4193705890801288,-0.1577815261615684,-0.8101852007860028,5.1791567173635435,1.3394670469154706,0.040174632271185756,0.7536850886000809,-26.648056,27.089444,05-01-2011
0.10360000000000003,0.06596625,0.11614000000000002,0.08099499999999998,0.01852875000000001,0.012712499999999988,0.6276516905485857,0.6965702173349271,0.057067443316161134,-0.10226335166429004,0.781805018550381,1.7605972724528118,0.08752896820481779,-0.17827884435626423,-26.970278,27.211111,05-01-2011
0.11891750000000001,0.078575,0.127965,0.11572749999999998,0.036032499999999995,0.025403750000000003,0.5251383760377316,0.5349144881994744,0.03664698792476294,-0.19120958289717846,0.9731746791067968,1.6285714264987954,0.10027387433923156,-0.050216974239988166,-27.38972222,26.46388889,05-01-2011
0.07246999999999998,0.044268749999999996,0.06134624999999999,0.27900875,0.1846425,0.07816250000000002,0.20352851411410447,-0.4362778937483484,-0.08312704915649097,-0.7261253874067558,3.8499896455774962,1.3857687389280953,0.052112587775771595,0.6395160933027234,-27.044444,27.005,05-01-2011
-0.07649750000000001,-0.0848025,-0.0768275,-0.055171250000000005,-0.09900625,-0.09647625000000001,-0.28431515641667243,-0.12825224539547,0.0021522908867779296,0.2116914780176222,0.7212163805630463,0.9059579622133286,0.08071656625965949,-0.1640640537611637,-30.830556,26.921389,06-01-2011
0.06650250000000002,0.04043250000000001,0.07354250000000001,0.17741,0.15765125000000002,0.09574875,0.058970561334988555,-0.40663495462081933,0.05026955617817868,-0.6287914430706627,2.6677192546630284,1.8188956858495127,0.05452987375054156,0.413893067248227,-27.00222,28.76528,06-01-2011
